planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Jurong East,Jurong Port,shopping,7,4.571,0,0,0,1,2,0,0,0,1,0,4,0,"🤓Beer is cheap, liquor is cheap , cigarette prices are reasonable. They even sell frozen food !!! Nuggets, onion rings, chicken wings. || good to go after 12am if you wanna buy fresh seafood. so many varieties to choose from. Quite cheap if buy fresh from here if buy in bulk. Wear boots coz the floor is super wet || Jurong Fishery Port is Singapore's Biggest Fishery Port, and the other will be Senoko Fishery Port which is located around Sembawang area. They're many varieties of Fishes & Seafoo...",0,-1,2,0,1,4
Jurong East,Jurong Port,recreation,15,3.933,0,0,0,1,4,0,0,0,5,0,0,0,"Newly renovated space with a great variety of machines. Much better than how it was previously. Still on the smaller side, but shouldn’t be an issue on non-peak periods. Staffs are... || Wow…with facilities like have at the gym, it’s clean environment, central location and professional staff managing the gym, who needs to pay ridiculous membership fees for private ... || decent gym but no long sleeve shirts allowed apparently cuz it's ""inappropriate attire"" even if you roll up your sleeves. the staff are king so just take note ig",0,-1,4,0,5,0
Jurong East,Jurong Port,nature,35,4.486,16,0,3,3,6,0,1,1,12,0,0,1,"A pleasant neighbourhood park that’s generally well maintained and easy to enjoy. The greenery is neatly kept, paths are clean, and there’s a good mix of features like open lawns, ... || The park is steeped in history and local knowledge about plants if you know who to look for. Overall also easily 3 degree Celsius cooler. I spotted a local water hen having a blast... || Weekend Wanders: Jurong Central Park Took a stroll through Jurong Central Park over the weekend — a peaceful green escape nestled just minutes away from Jurong Point and Boon Lay M...",16,0,6,0,12,-1
Jurong East,Jurong River,education,10,5.0,0,0,1,0,0,0,0,0,0,0,0,0,"As full-time working parents without a village, Superland Jurong has truly become our village. My child has been with Superland since his infant care days, and I’m incredibly grate... || We moved our child from a POP school to Superland Jurong, and the difference has been very noticeable. Since making the switch in last year, our child has been able to clearly shar... || My son attends Superland at PBC since PG last year, he loves it there and shares about his day and activities happily at the end of each day. He knows all the trs by their names an...",0,1,0,0,0,0
Jurong East,Jurong River,transport,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong East,Jurong River,food,31,4.194,3,0,0,2,4,0,0,0,3,1,3,1,"vibrant, authentic, cool.brings me back in time. really enjoyed coming here because it gave that 1990s Singapore feels. Everything changed too fast now & everywhere seems to look t... || This neighbourhood has a market, a hawker centre, a few kopitiams and many small businesses. There was a surprisingly large number of massage parlours. Nothing particularly interes... || Good place to eat some teochew cuisines such as freshly steamed Red Grouper Fish, kidneys, livers, bak kut teh (pork ribs soup), 'chap chye', 'chye buay', 'yu tiao', teochew kways!",3,-2,4,0,2,2
Jurong East,Jurong River,shopping,10,3.2,0,0,0,2,0,0,0,0,0,0,1,2,"love the deals to be had here. come here to get cheap green tea ayakata and sometimes got beer deal as welll ah || I called this old lady Chinese lady to serve me because I’ve been waiting in the solve for 15 minutes, but she tacked somehow did not listen to me. I do not know if she have some h... || Everytime when i go during the evening around 1600-1800 there will be that one employee who will just do its own business while people are queuing up waiting to pay for the items w...",0,-2,0,0,0,-1
Jurong East,Jurong River,recreation,5,3.8,1,0,0,0,0,0,0,0,1,0,0,0,Poster for free dinner for senior citzon was put on life on sunday 30 nov 25. On 10.30am 1 dec 25. The staff said sold out. Like that mihht not put up the poster. || Excellent location for neighbourhood hartland community club near Jurong East Swimming Complex Water Park Chinese Garden with plenty of greenery natural river Jurong Lake connectio... || Very calm place ...no sports activities allowed. Good place to spend some solitude time. McD is there if you are hungry. Weekend just nice to be here..,1,0,0,0,1,0
Jurong East,Jurong River,nature,10,4.3,1,0,2,0,1,0,0,0,1,0,0,0,"The car park gantry is always having problem to exit. Can Wilson carpark do something about it? || big swimming pools || A really nice building with fantastic views over Jurong Lake. The architecture stands out beautifully, especially in the evening, and it’s a great place to pause and enjoy the surr...",1,2,1,0,1,0
Jurong East,Lakeside (Business),education,14,4.357,0,0,0,0,0,0,1,0,2,0,1,0,"Outstanding Care and Guidance at Lakeside Student Care (Jurong East Branch) We are writing this testimonial to express our deepest gratitude and heartfelt appreciation for the wond... || Big building with lots of space including many EV charging lots (Volt). Directly connected to JEM mall with comparatively cheap parking. || Honestly, Level 2 is where I get most of my work done as an entrepreneur seeking refuge from home procrastination. The outdoor seating has its benefits, as some use it to rest and ...",0,0,0,1,2,1
Jurong East,Lakeside (Business),transport,20,4.1,2,0,0,2,2,0,0,0,3,0,0,0,"Lakeside MRT Station is clean, well-maintained, and convenient for daily commuters. The station provides easy access to nearby residential areas, schools, and Jurong Lake Gardens. ... || I am reluctant to leave a negative review, but the service I received at the Passenger Service Centre (EZ-Link) was unacceptable. Both staff members on duty—a Chinese male and a Ma... || Crowed MRT Station. I visited Jurong Lake Park via this station as Chinese garden was closed. There are some stores and food stall around the station, good point!",2,-2,2,0,3,0
Jurong East,Lakeside (Business),food,20,3.9,0,0,0,7,4,0,0,0,2,0,2,2,"We were nearby after our visit to Lake Garden, so we came here for breakfast. The place is easy to find, with a large parking area surrounding the food court. It’s located on the s... || Been eating there since 2025. My favourites are: beef noodle soup (02–72), western stall (03-171) Cai fan with porridge (02-80) Lei Cha (03-120) More than half the stalls will clos... || For Taman Jurong Market and Food Centre, its ground floor is a busy wet market, while the second and third levels are dedicated to food stalls. Taman Jurong Shopping Centre is righ...",0,-7,4,0,2,0
Jurong East,Lakeside (Business),shopping,21,4.143,1,1,0,1,0,0,0,0,4,0,3,1,"From a frequent visitor of Teban Gardens Sheng Siong, 1. Because we used to not be very clear with where things were placed, we asked the staff at Teban Gardens Sheng Siong, and ev... || Reasonably sized supermarket and decently stocked || They give us best offer.",0,-1,0,0,4,2
Jurong East,Lakeside (Business),recreation,35,4.829,3,0,5,3,8,0,1,0,4,0,2,0,"My sincere review here with extreme fitness. Coach Zany has been very patient and friendly to my fitness needs and conditions. Appreciate every push and accountability even outside... || If I could give Kamila 15 stars I would. I was so desperatly in need of help as a mother of two small children, overweight and tired... and since she specializes in postpartum reco... || My training experience here has been great so far and my coach has been really encouraging and motivating. I was really intimidated initially but feel more comfortable coming to th...",3,2,8,1,4,2
Jurong East,Lakeside (Business),nature,6,4.5,4,2,1,1,1,0,0,0,1,0,0,0,"A huge open green space that’s very versatile and well maintained. It’s often used for outdoor exhibits, community events, and large-scale activities, but on regular days you’ll al... || Lakeside Field is a grand lawn located across the Entrance Pavilion. Lay a mat on the ground for picnic in the evening or have some fun with a frisbee. It was the venue for the Lig... || Located within the scenic Jurong Lake Gardens, Lakeside Field offers a peaceful escape with its vast open lawns and beautifully maintained green spaces. It’s the perfect spot for r...",2,0,1,0,1,0
Jurong East,Lakeside (Leisure),education,10,4.6,0,0,0,0,0,0,0,0,0,0,0,0,"Feiyue managed. Poor communication and experience with staff and counselors. Gave feedback but no one responded or followed up. || Started in 2000 with an After School Care, Lakeside Family Centre (JE) serves the vulnerable and at-risk families with emerging to high complexity of needs. || been studying at TLC for 5/6 years? My older brother also took lessons there for maybe 4 years? I had a great experience there, teachers were lovely and I managed to pull my math u...",0,0,0,0,0,0
Jurong East,Lakeside (Leisure),transport,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong East,Lakeside (Leisure),food,20,4.15,3,0,2,2,3,0,1,0,1,0,2,0,"Western cuisine. Chicken chop and pork chop were of huge serving! One of the larger serving we had so far 😁 And boy, it was tasty with the black pepper sauce! It came with sides, f... || Sept 25, 20. Try the Ban Mian & fish soup cost about $6.50 with rice, plenty of bitter gourd, tomatoes and plenty of fish. Rice were large and very satisfied. Beside also has Teoch... || Plenty of stalls with variety over here. Lunch hour often packed with people and difficult to get a seat. Newly open la Mian xiao long Bao stall with generous portion and great noo...",3,0,3,1,1,2
Jurong East,Lakeside (Leisure),shopping,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong East,Lakeside (Leisure),recreation,6,3.833,2,0,2,0,3,0,0,0,0,0,0,0,"A fantastic gym located right beside Jurong Lake Gardens. The facility is large, spacious, and well ventilated, with plenty of cardio machines, weight machines, free weights, and f... || Super good experience here . Well equipped with world class equipment and big with many floor machines and toys. And you can end your workout with a walk at the jurong lake park th... || Great facilities and spacious environment. However, there are concerns regarding staff conduct. Yesterday, a staff member approached my friend to question her about her towel, even...",2,2,3,0,0,0
Jurong East,Lakeside (Leisure),nature,5,5.0,0,0,0,0,0,0,0,0,4,0,0,0,"Wave Plaza is a great spot to sit down and rest after a run or cycle around Jurong Lake Gardens. The open space is well laid out, comfortable, and feels nicely integrated into the ... || Love the passion wave plaza @Jurong lake garden . Done dragon boat race n recent Run for inclusion here . Easy accessible . View is wonderful for the level 3 of plaza . || Very convenient location. Walking distance from lakeside mrt.",0,0,0,0,4,0
Jurong East,Penjuru Crescent,education,21,4.238,0,1,0,0,0,0,0,1,1,0,0,0,"Penjuru Recreation Centre is a dedicated hub for migrant workers in Singapore, offering a wide array of essential services, sports facilities, and communal spaces. It is currently ... || It's very popular place for dental clinic whoever in Singapore under spacial pass and work pass.I went penjuru RC for removing stone on teeth. perhaps that, People can come here fo... || It's foreign workers dormitory, they can find their own food, groceries, vegetables, beer garden etc.",-1,0,0,-1,1,0
Jurong East,Penjuru Crescent,transport,14,4.286,0,0,0,0,0,0,0,0,0,0,0,0,Very good || Mind fresh ready if anybody going there || Best,0,0,0,0,0,0
Jurong East,Penjuru Crescent,food,25,3.76,0,0,0,1,1,1,0,0,3,0,4,0,"Food is great, but the portion lesser than usual, especially Indian guy simply charged for double portion without acknowledge. This is ridiculous. || Ask to put curry chicken only get potato pay this for $3.50 || This canteen service very good and food also very Delicious very recommend",0,-1,0,0,3,4
Jurong East,Penjuru Crescent,shopping,12,4.083,0,0,0,1,0,0,0,0,0,0,3,0,Better for something purchase urgently need. Because the price of things is high in this shop. || Good place to shop groceries items and quite affordable || Very good,0,-1,0,0,0,3
Jurong East,Penjuru Crescent,recreation,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong East,Penjuru Crescent,nature,30,3.933,7,1,0,0,1,0,1,0,2,0,0,0,"Very good || Let's give bad retting together || A beautifully curated and well-maintained edible garden that’s both educational and relaxing. The beds are thoughtfully laid out, clearly labelled, and easy to stroll through, maki...",6,0,1,1,2,0
Jurong East,Teban Gardens,education,15,4.667,1,0,0,0,1,0,2,1,3,0,0,0,"My son attended Little Footprints Teban from Playgroup all the way to K2, and we had a very positive experience. The Principal Ms Rai and the teachers including the kitchen staff a... || Biggest appreciation and gratitude to Principal Raihanna, teacher Regina, teacher Devi and all the other teachers that I dont get their names for ur dedication, wonderful teaching ... || The teachers and the Kakaks are all very kind and caring. My daughter attended from playgroup until last month when she was k1. If not for us moving house, we will not change schoo...",1,0,1,1,3,0
Jurong East,Teban Gardens,transport,14,4.429,0,0,1,0,2,0,0,0,6,0,0,0,"Pandan Reservoir MRT station is still under construction. Very good location. || Located at Jurong Town Hall Road near the junction with Pandan Gardens and Teban Gardens Road, this MRT station will be on the second phase of the Jurong Region MRT Line (JRL) (kno... || Working in the night 🌙",0,1,2,0,6,0
Jurong East,Teban Gardens,food,18,4.333,1,0,0,2,1,0,0,0,1,0,6,1,"Smaller market tucked away in a quiet residential neighborhood. Quite inaccessible as it is quite out of the way. Alot of construction and roadworks around with limited parking spa... || We have been here a few times before because we find the food nice. The atmosphere is pleasant and airy. My wife and I came again today for lunch. I must make special mention about... || nice milk tea @ only $1. Uncle ensured the cup is warmed. Hot milk tea w grass jelly is also nicely done, not too sweet",1,-2,1,0,1,5
Jurong East,Teban Gardens,shopping,8,3.875,0,0,0,0,0,0,0,0,2,0,1,0,I have shopped at this outlet occasionally and 2 staff members certainly deserves the recognition for their attentiveness and kindness. I like to nominate MsPoh Siew Lan and a Snr ... || They did an upgrade just before the Covid came. They expanded their merchandises - by dumping them outside along the walkway outside! Business may be better but the poor cashiers a... || Review September 2023 NTUC Smart Choice bread 🍞 is an essential daily item for the only outlet around the area which caters to the nearby dormitories of foreign workers on the off ...,0,0,0,0,2,1
Jurong East,Teban Gardens,recreation,17,3.412,0,0,0,0,0,0,0,0,1,0,0,0,"Free artificial futsal pitch with overhead netting for the public. Next to it is a basketball court. || It has good textured grass and the goal post are not to small. || Okay, ah",0,0,0,0,1,0
Jurong East,Teban Gardens,nature,24,4.625,3,1,1,1,0,0,0,0,2,0,0,0,"You can't call this a park imo. It's just a connector. There are 2 connectors that link A to B along a river. The connector serving the condo residents is magically more beautiful.... || Nice little stretch of green, with some fitness corners and playgrounds for the little ones. There are BBQ pits here available for rent at the nearby Residential Centres for $10 (D... || The HDB blocks are spaced nicely apart so not a highly density area. There are jogging n cycling paths along the canel. And it's near to Pandan Reservoir.",2,0,0,0,2,0
Jurong East,Toh Guan,education,16,4.188,0,0,0,1,0,0,1,0,1,0,0,0,"As a father, there is no greater peace of mind than knowing your children are in an environment where they are truly nurtured. Both of my daughters have attended Columbia Preschool... || We are very happy with columbia pre-school, the environment is caring, safe, and very suitable for children to learn and grow. The teachers are patient, supportive, and truly care ... || We are truly grateful to have found this hidden gem of a preschool for our daughter. The principal’s passion and dedication are evident in the way the school is run, and the teache...",0,-1,0,1,1,0
Jurong East,Toh Guan,transport,9,4.111,0,0,0,0,0,0,0,0,1,0,0,0,"Located at Jurong East Central near the junction with Jurong East Street 21, Jurong East Avenue 1 and Toh Guan Road, this MRT station will be on the second phase of the Jurong Regi... || Good || Ol",0,0,0,0,1,0
Jurong East,Toh Guan,food,20,3.8,0,0,2,1,2,0,0,0,1,0,2,1,"Love the noodles esp if you like such fatty version if u prefer lean ones this stall is not for you. Nevertheless this coffee shop has plenty of choice of food to choose from. || One of my favorite coffee shop. It has our favorite stall for economic beehoon. The coffee stall was just renovated. Brighter, more air fan & more tables & seats During lunch time,... || One of my favourite coffee shop for many years. There’s an Indian Muslim prata shop that recently open which sells very nice prata, rojak, satays and other food. Their prata and ro...",0,1,2,0,1,1
Jurong East,Toh Guan,shopping,13,3.0,0,0,0,0,0,0,0,0,0,0,1,2,"Very well stocked mini mart. But why do we need to pay $0.2 for scanning via QR code? No one brings cash these days anymore. Because of this $0.20, I only buy stuff from here if it... || The owner and family is friendly. Well stocked. Has vegetables, and fruits. Prices are also reasonable. Not too expensive || Although has a decent selection of goods, their style is outdated. If you did not bring cash or purchase is less than $20, you must pay an extra 20 cents fee in order to Paylah/Pay...",0,0,0,0,0,-1
Jurong East,Toh Guan,recreation,17,4.588,4,1,1,0,4,0,0,0,0,0,0,0,"I’ve been training at Verge Gym for several months, and it’s been a great experience. The gym is always clean, the equipment is well-maintained, and there are plenty of Erg machine... || Started my fitness journey at Verge Gym and honestly never imagined myself deadlifting 100kg one day. 💪 The coaches and gym friends here are super supportive, encouraging and motiv... || The coaches at Verge Training are very professional and knowledgeable. The training program was tailored perfectly to suit my fitness level and goals. I also really love the suppor...",3,1,4,0,0,0
Jurong East,Toh Guan,nature,15,4.733,6,0,0,0,1,0,0,0,3,0,0,0,"I came here after dinner nearby. It's great to have a park for recreation instead of just the nearby shopping malls. The park is fine but a little too small || I enjoy spending time in Toh Guan Park. It's an oasis of peace in the heart of the city. The greenery, walking routes, and fresh air are all refreshing. Ideal for a leisurely strol... || Good location for Open, good track for jogging and greenery. Many birds on trees and there is fish pond.",6,0,1,0,3,0
Jurong East,Yuhua East,education,12,4.667,0,0,0,0,0,0,0,0,0,0,0,0,"PCF Yuhua took care of our infant for about 5 months. The infant care teachers here are dedicated and amazing. We moved our baby in a closer Sparkletots due to convenience, and we ... || St Hua is a reputable school with useful courses that will not only help you in your career progression but also allows you to benefit the society in different ways. The teacher at... || I’ve had a good experience at this tuition centre so far. The teachers explain concepts clearly and are always willing to help when I don’t understand something. The lessons are st...",0,0,0,0,0,0
Jurong East,Yuhua East,transport,8,4.25,0,0,0,0,0,0,0,0,0,0,0,0,"""*😊🤗😀 Yuhua 🏩💗👍 🌿🌱☘️🍀🌺💐🏵️🌾👍💖 and beautiful place 😊🤗😀 thanks you 😊🤗😀SG || Eee || Good 💯",0,0,0,0,0,0
Jurong East,Yuhua East,food,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong East,Yuhua East,shopping,20,3.55,0,0,0,1,3,0,0,0,0,0,3,0,"Has quite a few tasty and affordable food. Not Ur michellin star food but good for Singapore standards. Good wanton noodles, char kuai tiao,soy sauce chicken, zhui kuay, fishballs,... || Love the vibrancy of this place. Lots of small businesses among the hustles and bustles. || Love the BKM here. Great place for early person which they open at 330am. Ingredients are fresh. A",0,-1,3,0,0,3
Jurong East,Yuhua East,recreation,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong East,Yuhua East,nature,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong East,Yuhua West,education,5,4.8,0,0,0,0,1,0,3,0,1,0,0,0,"My two children has been attending Star Learners for the past four years. Overall, our experience has been positive. The teachers have always been warm, caring, and professional, a... || Transferred my child from another childcare when she was N1 - the difference was that she stopped crying and had looked forward to school everyday, and in the blink of an eye - she... || My son still cries at check-in every day, but the teachers have been consistently patient and caring with him, which I really appreciate. It’s reassuring to know that he’s in such ...",0,0,1,3,1,0
Jurong East,Yuhua West,transport,5,2.4,0,0,0,0,0,0,0,0,1,0,1,0,"This Bus Interchange together with Jurong East MRT Station serves the majority of the residents in Western Singapore || Inaccurate bus timing, frequent delay or even no show sometimes.this happens every day. Sometimes, after waiting for 12 min. we are still not sure whether the bus will show up. Tru... || Unfriendly public place . The design like totally upside-down. 70% to 80% of passage at drop of points need to use overhead bridge to do change bus and this % need to share with th...",0,0,0,0,1,1
Jurong East,Yuhua West,food,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong East,Yuhua West,shopping,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Jurong East,Yuhua West,recreation,5,4.0,1,0,0,0,1,0,0,0,0,0,2,0,"The kids playground is close until further notice. No info online. If u intend to go cos of playground better find ways to check with pool first. No wonder playground look so quiet... || I'm a regular at the Jurong East swimming complex but the facilities are either not opened or old so I decided to take two more stops to Pioneer MRT Station where Jurong West swimm... || The staff are very nice and extremely helpful in our situation. We had wanted to go swimming in Singapore and remembered that a few years ago, all you had to do was tap your bus ca...",1,0,1,0,0,2
Jurong East,Yuhua West,nature,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
