planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Clementi,Clementi West,food,20,4.3,0,0,0,1,1,0,1,0,0,0,5,1,"This is one of the very good fish soup stall if u are in the west coast/ Clementi area. Their fish is fresh, and they are not over-cooked. Hence fish slices having a succulent text... || Don't worry about quality, we have quantity, best sums up West Coast Market Square. Truth to be told, if not for the fact that I have to go to Inchcape Centre for car servicing, I ... || This econ rice is so good. Huge variety, tastes good, super well priced. $3.5 for my eggplant, tomato egg, and meatballs.",0,-1,1,1,0,4
Clementi,Clementi West,shopping,25,4.32,3,0,3,0,4,0,1,1,12,0,4,0,"West Coast Plaza is a pleasant small-to-medium sized neighbourhood mall with a good mix of restaurants, cafes, enrichment centres, retail shops, and everyday essentials. It has a r... || Quaint shopping mall in the neighbourhood. One of my most frequented malls in Singapore. Overall a pretty well-rounded shopping mall with many shopping options like Mr DIY, Daiso, ... || My daughter goes to Mindchamps and learns Taekwondo at Ildo at West Coast Plaza, so we frequent it every now and then. I love the Cold Storage, Starbucks, Puma, Wine Connection, Sa...",3,3,4,0,12,4
Clementi,Clementi West,recreation,11,4.091,0,0,3,0,5,0,1,0,2,0,0,0,"Anytime Fitness West Coast Plaza has a spacious layout with a good variety of equipment for both strength and cardio workouts. There are plenty of machines, free weights, and funct... || It's a decently sized space, considering how everything is so cramped in Singapore. The place is in need of a revamp, though. The functional area and studio are huge and could be p... || Some machines are too faulty to be adjusted. Tried adjusting the machines to fit my smaller body proportions but got cut in the process. Leg curl machine cushion has been replaced ...",0,3,5,1,2,0
Clementi,Clementi West,nature,11,4.182,1,0,1,0,4,0,0,1,2,0,0,0,"My daily morning charge up spot. I go here regularly for yoga, fresh air and morning sun. Cozy grass and shady tall trees for the perfect picnics and naps. Plenty of space. Beautif... || On November 27, 2005, West Coast Place Playground was opened to the public by the then Member of Parliament for Ayer Rajah SMC, Dr. Tan Cheng Bock as part of the upgrading project ... || At 8.27pm 4.5.22, this playground park is in total darkness. Why are the lights not switched on? Aren't they sensor controlled? Danger lurks for one who walks through it. Parallel ...",1,1,4,-1,2,0
Clementi,Clementi Woods,education,5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,"Our son has been in Chatsworth since he was in infant care, and now he’s in Pre-Nursery. He has always been quite an anxious child and I’m so thankful for the teachers and staff in... || My daughter loves this school! She’s been attending since pre-nursery till K2. The premises are beautiful and the teachers are excellent. Classes are very wide ranging, plenty of a... || Very nice staff, great access to greenery and awesome indoor playground. I only expect a bit more sharing on the daily schedule. Overall very happy that I enrolled my daughter here...",0,0,0,0,0,0
Clementi,Clementi Woods,transport,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Clementi,Clementi Woods,food,10,4.4,1,0,0,0,0,1,0,0,0,0,2,0,"07 Feb. 26’ Having a group of 23 pax pre-CNY gathering with 捞鱼生. I like their curry fish tail & fried chicken middle wing,虾酱鸡。 || 1st time here on Mother's day, Dinner for 11. Food is good, Price is reasonable - $219 for 10 dishes. Service is great. Server advise the right size for each dish. Does not oversel... || We had a great birthday celebration! The food was quite enjoyable, but there was one unexpected twist—the steamboat staff mentioned the fish would have both its head and tail, yet ...",1,0,-1,0,0,2
Clementi,Clementi Woods,shopping,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Clementi,Clementi Woods,recreation,5,4.2,7,0,0,0,1,0,0,0,0,0,0,0,"Clementi Woods Park looks like it would normally be a peaceful and green neighbourhood park. The surrounding area has plenty of trees, walking paths, and gentle slopes that would m... || Had a refreshing visit to Clementi Woods Park, a hidden gem filled with towering trees, shady trails, and a peaceful atmosphere. The cool breeze and chirping birds made the walk ev... || scenic trails perfect for walking or jogging. Sparrows flit through the trees—an increasingly rare sight in Singapore, making their presence feel like a quiet surprise.",7,0,1,0,0,0
Clementi,Clementi Woods,nature,5,4.8,0,0,0,0,0,0,0,0,1,0,0,0,Wonderful Omakase served complete with wine pairing. Open kitchen concept so you get to see the chef prepare the food || it is convenient for students who learn in Waseda Shibuya Senior High School || Very lush grounds. Helps with the nature feel because it is just beside a large park. Lots of ponds with fishes too,0,0,0,0,1,0
Clementi,Faber,education,15,4.667,0,0,0,1,2,0,2,0,1,0,1,0,"My child has been in this preschool since he was 1.5 years old, and has always received care and attention from the teachers. The teachers are very patient in teaching him, and the... || Love the school and kudos to the principal as well as all teachers who put a lot in effort in teaching and cca activities. The school provides Robotic class and Wushu classes every... || Friendly teachers and staff that go the extra mile, good student-teacher ratio and a cosy environment. Update: Change in management to Kensington has led to an injection of investm...",0,-1,2,2,1,1
Clementi,Faber,transport,14,4.5,0,0,0,0,0,0,0,0,0,0,0,0,"1 of the older station on the early East-West line. Simple & functionsl though looks a bit run down due to age. || Near Mall ,Hawker Center Lot's Food. Blk 325 Clementi behind Mrt 5minit walk || The fastest way to get to Clementi MRT station.",0,0,0,0,0,0
Clementi,Faber,food,15,4.533,2,0,0,1,0,0,0,0,0,0,1,3,the food court has manycfood option and although was quite busy was able to find a seat. food generally quite good here. I had a coffee and a light snack of dim sum dishes. || Avoid the drink stall at all cost. This is the quality of their Kopi C. BLACK color Kopi C. Perhaps their milk is too expensive to add a little bit more. || 🙂🙂🙂 Just ordered some economical Japanese food at a lower budget compare to normal Japanese food restaurants. Overall not too bad for $5.50. Portion and taste okay but not that gre...,2,-1,0,0,0,-2
Clementi,Faber,shopping,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Clementi,Faber,recreation,10,4.6,2,1,1,0,5,0,1,0,2,0,0,0,"Thank you for taking over Cathay! I really enjoyed the Premiure Class experience. Food ordering was easy and steamless. The seat are spacious and comfortable. Thank you for taking ... || First of all, thank you Shaw for taking over Cathay and giving us West-siders a proper cinema again! Super grateful to have a nice place nearby to catch movies. I want to commend t... || Very clean and movie quality very clear and good!👍🏻✨ Cinema here is new so come check it out while it's still very new can clean🤣🤣 Overall very nice, staffs also very friendly. Bou...",1,1,5,1,2,0
Clementi,Faber,nature,25,4.32,6,0,1,4,1,0,1,0,3,0,1,0,"Rifle Range Nature Park is a great extension to the Bukit Timah nature area, offering a mix of easy trails, lush rainforest scenery, and interesting glimpses into Singapore’s natur... || I loved Rifle Range Nature Park — it’s very friendly for children and the elderly. The boardwalks are well-paved, anti-slip, and mostly barrier-free, so it’s easy for prams and sen... || Nice new park with natural trails and paved paths. Has many unspoilt flora and fauna, saw several durian and starfruit trees along the paths. Not so easy to get to if depending on ...",6,-3,1,1,3,1
Clementi,Pandan,education,15,3.8,0,0,0,0,3,0,0,0,1,0,0,0,"Had fun on Mid Autumn Day. Katherine loved Kinderland @ Padan Valley. She said she has the best teachers and she loves them very much! || My son has been schooling in Kinderland since he was an infant at 4 months, and he walks into school happily every morning. The teachers here are very dedicated and my son knows al... || Thank you Pandan Valley teachers for taking such great care of Holiday and August. Greatly appreciate it!",0,0,3,0,1,0
Clementi,Pandan,transport,13,4.077,0,1,1,0,0,0,0,0,2,0,0,0,"Pandan Reservoir MRT station is still under construction. Very good location. || Located at Jurong Town Hall Road near the junction with Pandan Gardens and Teban Gardens Road, this MRT station will be on the second phase of the Jurong Region MRT Line (JRL) (kno... || Working in the night 🌙",-1,1,0,0,2,0
Clementi,Pandan,food,15,4.133,0,0,1,1,3,1,0,0,0,0,2,0,"A good and spacious Food Centre that offers delicious food at a reasonable price. For vegans and vegetarians, there’s a stall serving delicious local Chinese vegan food (V4 Vegetar... || *Dapur 3A Power Kacang Pool @Ayer Rajah Food Centre* It's been a while that I feel compelled to give a review but after returning for a second helping I knew I wanted to. I'm truly... || Ayer Rajah Food Center is good, but please please avoid Shawarma Man Stall 23. I waited for 35 mins, and when I asked again, apparently he has not started my dishes yet. But he was...",0,0,2,0,0,2
Clementi,Pandan,shopping,20,4.8,0,0,0,0,2,0,0,0,1,0,0,0,"WOW! Viatman Minimart is absolutely INCREDIBLE! 😍 Every visit is a joy — the shop is spotless, perfectly organised, and the staff are unbelievably friendly and helpful. They make y... || So rare to be able to find a minimart that specializes in Vietnamese food in the west. Love it! || Many variety of seasonings, frozen food and all look fresh and new.",0,0,2,0,1,0
Clementi,Pandan,recreation,25,4.2,0,0,2,4,8,1,0,0,3,0,1,0,"Clean and new gym with many good machines and equipment. Had a free PT trial session with Vanessa and it was amazing. She gave me a lot of pointers and tips, did necessary adjustme... || I recently just joined GoFit Clementi Gym at a very affordable rate $78/month! It is a 24/7 neighbourhood new gym that’s designed to be clean, convenient, effective, and beginner-f... || Great experience at the gym! Bryan is a knowledgeable and motivating trainer who made my workouts enjoyable and effective. Also, a big thank you to the front desk staff for her fri...",0,-2,7,0,3,1
Clementi,Pandan,nature,10,4.4,1,0,0,0,1,0,0,0,0,0,0,0,A short but pleasant park/path along a canal linking West Coast Road and West Coast Highway. There is a pavilion. || Very small park which caters to mainly residents in this area. || Great place to exercise. Did 2.4km run there. (Im from KRSS),1,0,1,0,0,0
Clementi,Sunset Way,education,16,4.688,1,0,0,0,1,0,1,0,0,0,0,0,"The teachers are super sweet and really seem to care about the kids. My nephew always comes home happy and always has stories (that happen between him and Ms Nicole) to tell about ... || Grateful for the caring teachers at Brighton Montessori Sunsetway for looking after our child. We’ve noticed great progress in his development, and he always comes home happy—we ap... || Our daughter has been attending Brighton Montessori and we've had a very positive experience overall. The teachers are caring and attentive, and the Montessori approach has helped ...",1,0,1,1,0,0
Clementi,Sunset Way,transport,15,4.133,0,0,0,1,1,0,0,0,0,0,0,0,"My wife and I were here today (22 January 2026) for brunch. While it was my wife's first time visiting this cafe, I was last here ten years ago and this can only mean that this caf... || Beef Rendang, a flavourful Indonesian/Malaysian dish, is served with a coconut-based soup and pressed rice cakes. Atmosphere is good but busy cafe on Saturday brunch time. || My go-to breakfast spot whenever I cycle along Ulu Pandan PCN. I love their local delights menu, especially the sugee cake! Tried the mee soto (special of the day) even though it’s...",0,-1,1,0,0,0
Clementi,Sunset Way,food,15,4.467,0,0,1,3,1,0,0,0,1,0,1,0,"I was here today (21 DECEMBER 2025) to have brunch at a delicatessen at Clementi Arcade. From the reviews that I have read about this place, I had expected the worse with regard to... || Tiny mall hidden in Sunset Way. Cold Storage and Public Toilets are very convenient. No washing of muddy shoes in the toilet! || laid back mall. I normally come here for supermarketing Cold Storage, coffee at Baker n Cook, Ice Cream at Daily scoop. these are yhev3 things that I mostly come here for and there...",0,-2,1,0,1,1
Clementi,Sunset Way,shopping,20,3.05,0,0,0,2,6,0,0,0,3,0,0,0,"I was here today (21 DECEMBER 2025) to do some grocery shopping at this supermarket. I love the shopping experience here at this Cold Storage outlet at Clementi Arcade. The shoppin... || located in a laid back mall., bringing essential convenience 5o the residents living here. the store is not too large butvwell stock withdaily necessities. easy to browse through t... || Smaller and has less range than other cold storage outlets. Several notable food options were not available like a hot food section and RTE (ready to eat meals) like sandwiches. Gi...",0,-2,6,0,3,0
Clementi,Sunset Way,recreation,23,4.348,10,0,0,1,5,0,0,0,2,0,0,0,"My husband and I began a training course to increase our strength and stability with our personal trainer, Chau, at OneFitfinity. This is our first experience of going to a gym and... || My training sessions with Chau had been a very pleasant experience. Each time I was so looking forward to attend my session as she would coach me patiently with precise and simple ... || Joined the PT sessions at OneFitFinity and train under Alson. This is a great neighbourhood gym to go for a proper mobility, functional and strength training. The trainers at the g...",10,-1,5,0,2,0
Clementi,Sunset Way,nature,10,4.5,0,0,0,0,0,0,0,0,0,0,0,0,"Good morning 🌄 || Just visiting for a friend || Close to nature, 10 mins walk from Clementi MRT.",0,0,0,0,0,0
Clementi,Toh Tuck,education,10,4.8,1,2,1,0,1,1,1,0,0,0,0,0,"We’ve had a wonderful experience at Cheston Montessori. We moved our son here at 9 months old after he was frequently falling sick at his previous preschool and were initially nerv... || I visited many preschools before enrolling my son in Cheston, but after attending Cheston's open house I quickly decided to enroll him there. We are Japanese and my son couldn't sp... || Placing our son at Cheston Montessori was one of the best decisions made. From the very beginning, the teachers and staff have been incredibly professional, attentive, and genuinel...",-1,1,0,1,0,0
Clementi,Toh Tuck,transport,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,A bus stop out of nowhere.,0,0,0,0,0,0
Clementi,Toh Tuck,food,20,4.1,0,0,1,0,2,0,0,0,3,0,2,0,"10 Jan 2024. Was here on some matters. Saw this stall selling Chinese food and price is rather reasonable. Order a grilled fish, tomatoes egg and shredded pork. All is good. Fish i... || Was there specially for this Taiwanese stall. I will give it a 6 out of 10 rating. Chicken & Mee Sua is good but the porkchop does needs a lot of work. It is practically tasteless,... || The zhicar is good. Order curry pork rice and salted fish fried rice. Salted fish fried rice is a bit oily, the taste is there. Next to the zhicar is aanother stall which I order t...",0,1,2,0,3,2
Clementi,Toh Tuck,shopping,8,4.5,0,0,1,0,0,0,0,0,1,0,1,0,"A nice and modern mall conveniently located at the Jurong East transportation hub, with sheltered walkways linking it to two other popular malls in the area. The mall is spacious, ... || Mall is around 10 years old located in Jurong east central and beside the MRT station. Good shopper traffic, more home goods, Fnb and lifestyle/services shops such as Nittori, Drea... || Great place for casual shopping. Good spread of food. Easy connection to the jurong east train station.",0,1,0,0,1,1
Clementi,Toh Tuck,recreation,5,4.4,0,0,0,0,3,0,0,0,1,0,0,0,"This is a great place for Ngee Ann students to swim, as long as you have a towel and a shirt to change into. The facility is well-maintained, and there’s also a free gym on the top... || Not a NP alumni, but please inject some life here. This place has been dormant for a few years. Can request Starbucks, Macs, KFC, Subway, etc to set up stalls (just like what SP di... || Nice and friendly environment. Teenagers training for National Schools Track and Field competition .",0,0,3,0,1,0
Clementi,Toh Tuck,nature,11,4.0,4,0,0,1,0,0,0,0,0,0,0,0,"Nice little garden hidden in the midst of Toh Yi Drive! It's open to general public, and it's located right by the multi storey carpark. Not sheltered, so take note especially if r... || A small estate at Upper Bukit Timah. It is built on gradual slope and is surrounded by low rise building. There is a park behind the estate. Here you can find a few mango trees. || Nice",4,-1,0,0,0,0
Clementi,West Coast,education,15,5.0,1,0,1,0,0,0,0,0,0,0,0,1,"We’ve been with this school for more than two years and have had a very positive experience. What first attracted us was the lovely outdoor playground and weekly activities like mu... || From the very first visit me and my husband made 5 years ago, we knew this was the right preschool for our son — the outdoor space is so big and full of nature exposure, exactly wh... || The teachers and the overall staff are so welcoming and warm. They are patient and very caring and really made settling in very easy. They also patently tell you all details daily ...",1,1,0,0,0,-1
Clementi,West Coast,transport,5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,Nice to have a train station near a industrial area but it‘s a bit sad they have to close a school because of it. || A future MRT station for Jurong Region Line and Cross Island Line. || Very good. Not open yet,0,0,0,0,0,0
Clementi,West Coast,food,10,4.7,1,0,0,3,0,1,0,0,0,0,1,0,"I cannot count how many times we visited this restaurant!😋 We kept on coming back! Check my shorts (redprawntech). Overall, Food is great! || Had a craving for Thai food and dropped by Sanook Kitchen. Clear Tom Yum Fried Rice: It had that perfect, authentic sour and spicy tom yum kick infused right into the grains. It is... || Quite regular to this Thai resto, as it’s a comford food, decent portion, and quite affordable price compared with other Thai resto. Food was quite nice and ingredients were fresh....",1,-3,-1,0,0,1
Clementi,West Coast,shopping,15,3.0,0,0,1,2,2,0,0,1,5,0,2,2,"I visited Cold Storage on Thursday to purchase a large potted plant, and I was truly impressed by the excellent customer service. The plant didn't have a price tag, so the manager ... || Nice, big and spacious. Great place to shop for groceries. For vegans and vegetarians, there are also plenty of plant-based stuff. || Huge variety of well displayed items. But due to the manpower shortages, some expired products and rotten fruits are not well spotted. Like their weekly discount shelves and also t...",0,-1,2,-1,5,0
Clementi,West Coast,recreation,5,4.6,0,0,1,1,1,0,0,0,0,0,0,0,"Foundation member since 2023 Feb. Been coming here almost daily. Chill place with very supportive coaches. Shout out to Dalston, the best coach ever. Also special mention to Kimmy ... || Joined BFT in July 2025. Fitness has improved! Great coaches, especially Coach Chris as he saw I had challenges from years of no exercise, always patient in correcting my form to e... || Seems that the place lacks privacy. Whole gym can be seen from outside. Very small area. Classes seems to be conducted with booking sessions only. Place looks clean and is always w...",0,0,1,0,0,0
Clementi,West Coast,nature,9,3.667,4,1,1,0,0,0,0,0,2,0,0,0,"A bare open grass field beside West Coast Way and West Coast Road, offering quiet and spacious surroundings but rarely used. It lacks dedicated facilities or shade, giving it no cl... || Not really a garden but big grass field along West Coast Road. Sign to warn against trespassing already set up… it is surrounded by the landed property and in between west coast ce... || This structure offers one a shade from the current hot sun or shelter from the sudden rain, however limited it is. It was also intended to beautify the estate, and provide a shaded...",3,1,0,0,2,0
