planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
River Valley,Leonie Hill,recreation,30,4.167,2,0,4,1,2,0,0,1,5,0,0,2,"I visited for a HYROX trial. Even though it was my first time using any of the gear, the instructors were super helpful and patient. It’s a fantastic gym for all levels, whether yo... || check in was confusing because it was to be done on this ipad in the corner of the gym. very confusing for first timers. basically a YGIG workout but the way the workout was displa... || Big fan of the programming and the coaches. I’m there several days a week and at 43 in the best condition of my life! Can’t say enough for these folks.",2,3,2,-1,5,-2
River Valley,Leonie Hill,nature,5,4.2,0,0,0,0,4,0,1,0,0,0,0,0,"A very safe, comfortable, clean and beautiful residence, you can see the amazing sunset from here || There's no reason why this development can be left in shambles, and common areas are so poorly lit. The parking lots are dim, and the staircases aren't lit. I fear for children's s... || This is the most comfortable apartment I've ever lived in,Leasing Agent Christine of the apartment is very serious and responsible.The public facilities of the apartment are very c...",0,0,4,1,0,0
River Valley,One Tree Hill,education,40,4.475,2,0,0,1,3,0,0,0,0,0,0,0,"Maplebear one tree hill has been an amazing school for our son. It ticks all the boxes that we were looking for in a school. The teachers and management have been so lovely and ple... || Our kid has been attending Maplebear OTH for the past 1.5 years and the experience has been amazing. He has met his milestones and thrives in their environment. Teachers are patien... || Maple Bear One Tree Hill has been a wonderful experience for our little one. The teachers are loving, approachable, and continuously come up with creative and engaging activities f...",2,-1,3,0,0,0
River Valley,One Tree Hill,transport,11,4.545,0,0,3,1,2,0,0,0,4,0,0,0,"🟤 Took the train from Orchard Station (➡️ TEL line aka Thomson East-Coast Line) to Great World Station several times to shop at Great World City Mall. 🟤 Photos shows you the direct... || Had been here accompanied escorted my dad, it seems I were successfully balloted for a pair of NTUC NDP Bay Celebrations tickets. The images also indicate that the collection point... || Nice new MRT many exits have great staff and it is very clean. Although takes a long time to get to the platform from ground level. Nice place and area as well.",0,2,2,0,4,0
River Valley,One Tree Hill,food,25,4.48,1,0,0,3,0,0,0,0,2,0,0,1,"FC3 has been through a lot. After SG’s 2020 Circuit Breaker during COVID-19, many food stalls closed down. New hawkers came into the picture, but still leaves much to be desired an... || Singapore Poly's FC3 is the secret hideout of one of the top 10 chicken rice places in Singapore. See pictures. || Recommend wok stall's salted egg chicken rice and sambal chicken cutlet fried rice. Waffles shop is good too. Generally prices are very reasonable. Food court closes slightly later...",1,-3,0,0,2,-1
River Valley,One Tree Hill,shopping,15,2.533,0,0,0,0,0,1,0,0,1,0,0,0,"Male staff, wearing spectacles, has no customer service. Unfriendly, unapproachable. He made me feel as if i owe him a living - but I am just buying things there. I believe managem... || chinese lady cashier of older age attended to me on 3/8/25 at 12.37pm. she was extremely rude and unprofessional, if i could give zero stars i would. when asked to redeem a voucher... || Rude! Rude! Rude! The worst 7 Eleven I have ever visited. Indeed the older lady is Rude and so is the big guy in glasses. They should stay at home if they hate their work so much.",0,0,-1,0,1,0
River Valley,One Tree Hill,recreation,54,4.593,2,5,3,4,10,1,0,0,2,0,2,0,"My usual go to gym in town very spacious, fully equipped They just did renovation recently and upgraded some machines Also engaged my PT Fairuzi from here he’s very professional an... || Just renovated with many fresh and new equipments. Best gym especially for legs day || Anytime Fitness ValleyPoint has to be the nicest outlet I’ve ever been too! The newly renovated branch has so many machines that I can try. What I love especially is the huge showe...",-3,-1,9,0,2,2
River Valley,One Tree Hill,nature,35,4.829,15,1,4,1,5,0,0,0,5,0,0,0,"Home to some of the beautiful wild life. I love this place as it's less crowded compared to other famous park. It also has very nice scenery to the southern sea area or to the city... || Kent Ridge Park is one of those underrated gems in Singapore that beautifully blends nature, fitness, and history into one experience The park offers a surprisingly diverse terrain... || I went here around 4:30 pm on Saturday. There were not so many visitors. The place was queit. There were some photo spot especially the one which face the harbour. My favorite was ...",14,3,5,0,5,0
River Valley,Oxley,education,26,4.885,0,0,1,0,1,1,2,0,3,1,2,0,"My daughter is so happy here! She brings home Challah every Friday and is proud to celebrate Shabbat with her family! She especially loves all the painting and messy play they do t... || Ganenu provided our family with a truly memorable experience during our summer in Singapore. The staff was exceptional, creating a warm and welcoming atmosphere for our child. The ... || My Daughter had the most fun and educational summer in Ganenu! The teachers gave so much love and patience to my daughter, and she was thrilled to go there every morning. Great jew...",0,1,0,2,2,2
River Valley,Oxley,transport,3,5.0,0,0,0,0,0,0,0,0,1,0,0,0,There is a bicycle rental store nearby the bus stop.,0,0,0,0,1,0
River Valley,Oxley,food,25,4.12,0,0,0,6,2,2,0,0,0,0,3,2,"This hawker center was the first place I visited right after I landed in Singapore. Personally, I cannot say that this was the best in Singapore since I have not yet tried other pl... || Newton Food Centre is a must-visit in Singapore. Lively, authentic, and packed with incredible food options, it’s everything you want from a classic hawker centre. The variety is o... || • Food The food selection at this center is a reliable choice for local flavors. The chicken wings and satay are particular highlights, especially when paired with a cold beverage....",0,-6,0,0,0,1
River Valley,Oxley,shopping,16,3.75,1,0,0,3,1,0,1,0,3,0,1,0,"Clarke Quay Central is a great mall with a fantastic view of the Boat Quay riverside 🌊🚤✨. It has a wide variety of shops to explore, and you can even find some discounted items at ... || It has been a while since I was last here - at this, in the Chinatown area, shopping mall that is patronised by locals and tourists alike. While I have always found the layout and ... || ​Clarke Quay Central is undeniably awkwardly built, featuring a quirky layout that defies standard mall logic. The placement of shops and odd corners often cuts off the natural flo...",1,-3,1,1,3,1
River Valley,Oxley,recreation,40,4.15,2,1,1,0,8,2,1,2,2,0,1,1,"BFT RV is one of my happy places. The session is less than one hour, I can switch off my brain and get the workout done. It’s very efficient and effective. The coaches are all so f... || Making my way to the RV studio for a killer workout has been the best part of my daily routine since becoming a member in May this year! Pushing your body to the limits is no fun B... || Had a great session at BFT AGAIN today! A shout- out to coaches Hassan , Greg, Trixie, Nami and Camy for being the best coaches ever. The 8 week challenge is also lots of fun. Also...",1,1,6,-1,2,0
River Valley,Oxley,nature,5,4.6,1,0,1,1,1,0,0,0,0,0,0,0,"It was a breezy morning on December 8, so we decided to take a walk along the Alexandra Park Connector again. The canal was exceptionally clean, beautifully reflecting the surround... || Nice pathway for walks - saw several flora and fauna along the way. || It was a nice walk from Queenstown MRT to Robertson Quay via the Alexandra Park Connector. The stretch of Alexandra Park Connector is not long, and the portion starting from the co...",1,0,1,0,0,0
River Valley,Paterson,education,30,4.033,0,0,1,0,2,0,0,0,3,0,0,0,"I have sent all three of my boys to Little Hands Montessori throughout the years, two of them currently still there. You would not believe how amazing they have turned out. Little ... || It has been a wonderful time for my son in this school. It’s a really Great school, friendly staff and lots of co-curricular activities apart from the montessori work. He’s learnt ... || I love this school so much! Amazing teachers, amazing program. I will highly recommend this school to anyone I know. My daughter and my son grew academically and emotionally within...",0,1,2,0,3,0
River Valley,Paterson,transport,12,4.333,1,0,0,0,4,0,0,0,3,0,0,0,"Passed by here for a transit. It was interconnected, with a nice walk to the respective MRT lines. Everything there is clean and polished. The toilet is immaculate too, with enough... || Its a lively street in the evenings. Singapore sleeps early so these streets also sleep off 😴. Visit during Daytime and evenings eat the Bread Ice-cream and have a nice time . Some... || I love this new Brown Line Mrt, Orchard Boulevard, huge clean Area, really easy to get to Wheelock place, Shaw Center, Paterson through underground, few stops from Orchard to Marin...",1,0,4,0,3,0
River Valley,Paterson,food,10,4.8,0,0,1,1,0,0,0,0,0,0,3,0,"The people there are very nice, also with the AC, the place is very comfortable. One of the best food courts in Singapore Poly || The western food store not bad. Had grilled chicken breast plus two sides. Good quality food value for money || I got the cheese omelette curry rice for only $4! The food here is cheap, affordable and tasty!",0,0,0,0,0,3
River Valley,Paterson,shopping,30,3.733,1,0,2,0,2,0,0,0,3,0,0,1,"Paragon has been a familiar hangout spot for me for many years, and it’s still one of Orchard Road’s most dependable malls. It has a classy, spacious feel and remains a great place... || This is a modern upscale 6 level shopping mall right in the heart of Orchard Road. Most people who shop here knows what they want and they just go straight to the shop. Others come... || A wonderful and good shopping experience having good brands like Prada and Gucci in them. It also has amazing food and restaurant options on the basement level. The best food you c...",1,2,2,0,3,-1
River Valley,Paterson,recreation,24,3.875,1,3,1,5,2,0,0,0,1,0,1,0,"My 3 kids “graduated” from swim lessons with AQZOG swim school with Coach Raymond at Delta pool. we only started in September 2024, in less than 2 years. No choice..nobody to bring... || Pool facilities and infrastructure are pretty good with 1 Olympic lap pool and 1 teaching pool. Toilets are mostly clean with around 12 showers (Men) and for an entry price of $1 o... || Very decent, neatly maintained community pool. Toilets are clean and it has separate changing rooms for kids and adults. As like any other place, based on the crowd and people your...",-2,-4,2,0,1,1
River Valley,Paterson,nature,15,4.333,1,0,1,2,3,0,0,0,0,0,0,0,"Beautiful condo with phenomenal facilities. My Uncle own an apartment here. We go there frequently to spend quality time. || Good condo to stay in Conducive for kids due to the garden walk and playground. Very clean and well maintained. || Large apartments, attached ensures in every rooms.",1,-1,3,0,0,0
