planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Clementi,Clementi North,recreation,6,4.667,0,0,1,0,4,0,1,0,1,0,0,0,"I love AF Clementi 354! Cozy 2 floor gym, with the cardio machines and racks on the first floor, while you have pin loaded machines on the second floor. You can find almost everyth... || A gym with a great functional training space, equipment and a really welcoming vibe. The staff are always friendly and helpful, and I appreciate how quickly new equipment gets adde... || very clean and well maintained gym with a comfortable atmosphere. the staff are friendly and welcoming, especially mel who is always helpful and approachable. always a great experi...",0,1,4,1,1,0
Clementi,Clementi North,nature,11,4.818,3,0,0,0,2,0,1,0,3,0,0,0,"beautiful brand estate with lovely lanscaping, loads of amenities like Sheng Shiong supermarket and Kopitiam corner. It is also very well maintained and cleaning. therevwas a cool ... || A new BTO development in Clementi, which features playgrounds, fitness corners, and connected to the PCN. Expected more additions by the 2nd quarter of 2024 include Sheng Siong sup... || A very nice place and have alot of playground also good sunset location The bad thing is that Google have wrong pictures on one side and correct pictures on the other side",3,0,2,1,3,0
Clementi,Clementi West,education,15,4.867,0,0,1,0,2,0,4,0,0,0,0,0,"We’ve had such a wonderful experience with Zee Learning Cove! The teachers are incredibly attentive, caring, and genuinely dedicated to each child’s well-being and development. The... || I couldn’t be more grateful for the incredible care, expertise, and support my child has received at Zee Learning Cove. From day one, it was clear that this is a place where every ... || As a working parent, finding the right learning environment for my child was one of the most important — and emotionally loaded — decisions I had to make. Zee Learning Cove has tru...",0,1,2,4,0,0
Clementi,Clementi West,transport,5,4.6,0,0,0,3,0,0,0,0,3,0,0,0,"A lot of nice food. I like the 88 chicken rice stall. The uncle serve the roasted/steam chicken in separate place. Price also very reasonable too. || A very convenient bus stop, it's directly in front of the West Coast Market Square, there is a Community Centre, a shopping mall (West Coast Plaza) and 2 schools (Grace Orchard Sch... || Curry rice used to be good. But recently, price shoot up so much. Ask for price b4 order.",0,-3,0,0,3,0
Clementi,Clementi West,food,30,4.3,4,0,0,4,1,0,1,0,1,1,5,1,"This is one of the very good fish soup stall if u are in the west coast/ Clementi area. Their fish is fresh, and they are not over-cooked. Hence fish slices having a succulent text... || Don't worry about quality, we have quantity, best sums up West Coast Market Square. Truth to be told, if not for the fact that I have to go to Inchcape Centre for car servicing, I ... || This econ rice is so good. Huge variety, tastes good, super well priced. $3.5 for my eggplant, tomato egg, and meatballs.",4,-4,1,1,0,4
Clementi,Clementi West,shopping,10,4.6,2,0,1,0,2,0,0,0,4,0,2,0,"West Coast Plaza is a pleasant small-to-medium sized neighbourhood mall with a good mix of restaurants, cafes, enrichment centres, retail shops, and everyday essentials. It has a r... || Quaint shopping mall in the neighbourhood. One of my most frequented malls in Singapore. Overall a pretty well-rounded shopping mall with many shopping options like Mr DIY, Daiso, ... || My daughter goes to Mindchamps and learns Taekwondo at Ildo at West Coast Plaza, so we frequent it every now and then. I love the Cold Storage, Starbucks, Puma, Wine Connection, Sa...",2,1,2,0,4,2
Clementi,Clementi West,recreation,16,4.25,0,0,4,1,6,0,1,0,2,0,0,0,"Joined BFT in July 2025. Fitness has improved! Great coaches, especially Coach Chris as he saw I had challenges from years of no exercise, always patient in correcting my form to e... || Seems that the place lacks privacy. Whole gym can be seen from outside. Very small area. Classes seems to be conducted with booking sessions only. Place looks clean and is always w... || Foundation member since 2023 Feb. Been coming here almost daily. Chill place with very supportive coaches. Shout out to Dalston, the best coach ever. Also special mention to Kimmy ...",0,3,6,1,2,0
Clementi,Clementi West,nature,10,4.4,3,0,1,1,3,0,0,0,1,0,0,0,A short but pleasant park/path along a canal linking West Coast Road and West Coast Highway. There is a pavilion. || Very small park which caters to mainly residents in this area. || Great place to exercise. Did 2.4km run there. (Im from KRSS),3,0,3,0,1,0
Clementi,Clementi Woods,education,5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,"Our son has been in Chatsworth since he was in infant care, and now he’s in Pre-Nursery. He has always been quite an anxious child and I’m so thankful for the teachers and staff in... || My daughter loves this school! She’s been attending since pre-nursery till K2. The premises are beautiful and the teachers are excellent. Classes are very wide ranging, plenty of a... || Very nice staff, great access to greenery and awesome indoor playground. I only expect a bit more sharing on the daily schedule. Overall very happy that I enrolled my daughter here...",0,0,0,0,0,0
Clementi,Clementi Woods,transport,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Clementi,Clementi Woods,food,10,4.2,0,0,0,0,0,0,0,0,0,0,1,0,"The seafood is quite fresh but the stingray is just too burnt in the base. It’s black burnt. The control of heat in cooking doesn’t seem so professional. Didn’t like that it was se... || i’m here for one thing mainly and it’s the raw prawns! they’re super fresh and i love it, spicy. sour and garlicky. i’ve been here at least 4-5x already just for the prawns :”) lad... || Went there to try the raw seafood for the first time raw prawns taste good with a nice level of spice. After that I tried the 2nd time the spice level dropped. Spring roll and the ...",0,0,0,0,0,1
Clementi,Clementi Woods,shopping,5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,"Very good outlet of Fairprice to shop! So so fresh the fruits and vegetables. Mostly all the products can find here. Thank you so much || Today at 3.10pm, me and my wife was served by a cashier named Wong Yu Qin. She provided us with patience and excellent service. She also has a pleasant personality. She sets a very... || Kindly operate the self check out terminals, 2 elderly staff manually helping people to scan the groceries/items were too slow. Understaff? Cut cost? So much people, even at 11pm",0,0,0,0,0,0
Clementi,Clementi Woods,recreation,5,4.2,7,0,0,0,1,0,0,0,0,0,0,0,"Clementi Woods Park looks like it would normally be a peaceful and green neighbourhood park. The surrounding area has plenty of trees, walking paths, and gentle slopes that would m... || Had a refreshing visit to Clementi Woods Park, a hidden gem filled with towering trees, shady trails, and a peaceful atmosphere. The cool breeze and chirping birds made the walk ev... || Quiet, clean and wonderful place for strolling, jogging or running your dog. There's a dedicated place where 🐕 🐶 can runs freely. I have seen squirrels many times, even a rooster 🐓...",7,0,1,0,0,0
Clementi,Clementi Woods,nature,5,4.8,0,0,0,0,0,0,0,0,1,0,0,0,Wonderful Omakase served complete with wine pairing. Open kitchen concept so you get to see the chef prepare the food || it is convenient for students who learn in Waseda Shibuya Senior High School || Very lush grounds. Helps with the nature feel because it is just beside a large park. Lots of ponds with fishes too,0,0,0,0,1,0
Clementi,Faber,education,30,4.2,1,1,0,1,4,0,2,1,0,0,1,0,"My child has been in this preschool since he was 1.5 years old, and has always received care and attention from the teachers. The teachers are very patient in teaching him, and the... || Love the school and kudos to the principal as well as all teachers who put a lot in effort in teaching and cca activities. The school provides Robotic class and Wushu classes every... || Friendly teachers and staff that go the extra mile, good student-teacher ratio and a cosy environment. Update: Change in management to Kensington has led to an injection of investm...",0,-1,4,1,0,1
Clementi,Faber,transport,9,4.333,0,0,0,0,0,0,0,0,0,0,0,0,Frequent buses👍 || The fastest way to get to Clementi MRT station. || Its so call B17 Clementi Rd. Bus pole code 17091,0,0,0,0,0,0
Clementi,Faber,food,15,4.533,2,0,0,1,0,0,0,0,0,0,1,3,the food court has manycfood option and although was quite busy was able to find a seat. food generally quite good here. I had a coffee and a light snack of dim sum dishes. || Avoid the drink stall at all cost. This is the quality of their Kopi C. BLACK color Kopi C. Perhaps their milk is too expensive to add a little bit more. || 🙂🙂🙂 Just ordered some economical Japanese food at a lower budget compare to normal Japanese food restaurants. Overall not too bad for $5.50. Portion and taste okay but not that gre...,2,-1,0,0,0,-2
Clementi,Faber,shopping,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Clementi,Faber,recreation,10,4.6,2,1,1,0,5,0,1,0,2,0,0,0,"Thank you for taking over Cathay! I really enjoyed the Premiure Class experience. Food ordering was easy and steamless. The seat are spacious and comfortable. Thank you for taking ... || First of all, thank you Shaw for taking over Cathay and giving us West-siders a proper cinema again! Super grateful to have a nice place nearby to catch movies. I want to commend t... || Very clean and movie quality very clear and good!👍🏻✨ Cinema here is new so come check it out while it's still very new can clean🤣🤣 Overall very nice, staffs also very friendly. Bou...",1,1,5,1,2,0
Clementi,Faber,nature,23,4.217,5,1,1,5,1,0,1,0,4,0,1,0,"Rifle Range Nature Park is a great extension to the Bukit Timah nature area, offering a mix of easy trails, lush rainforest scenery, and interesting glimpses into Singapore’s natur... || I loved Rifle Range Nature Park — it’s very friendly for children and the elderly. The boardwalks are well-paved, anti-slip, and mostly barrier-free, so it’s easy for prams and sen... || Nice new park with natural trails and paved paths. Has many unspoilt flora and fauna, saw several durian and starfruit trees along the paths. Not so easy to get to if depending on ...",4,-4,1,1,4,1
Clementi,Pandan,education,5,2.4,0,0,0,0,0,0,0,0,1,0,0,0,"Overall, Millennia Institute serves as a valuable alternative pathway to the A-Levels. It is particularly suitable for students who prefer a steadier academic pace, appreciate a su... || horrible school, horrible bio.dept, little to NO support to students due to lack of funds 🤑, they’re falling behind other jc. the exam papers are so easy that they provide a sense ... || Worst place ever. So many Hdb are near it and so many events are happening there like sports day which they always need to shout plus Every Monday or Friday night a very big light ...",0,0,0,0,1,0
Clementi,Pandan,transport,3,2.667,0,0,0,0,0,0,0,0,0,0,0,0,Lousy bus stop,0,0,0,0,0,0
Clementi,Pandan,food,25,4.52,4,0,0,1,3,1,0,0,0,0,1,0,Clean & new!! Love the greenery & clean washing points. Got bike parking spots too! || Very windy and nice place to dining. Parking free 👍 👍 || 24hrs and many car park lots.,4,-1,2,0,0,1
Clementi,Pandan,shopping,10,4.6,0,0,0,0,1,0,0,0,0,0,0,0,"Absolutely amazing service at this Shopee collection point! The staff were super friendly, fast, and really made the whole pickup experience smooth and enjoyable. They handled my p... || Cute retro vibes in this minimart tucked away under a HDB with a range of tasty snacks. Love to pick up chips and chocolates here before meeting friends! || Very nice shop with tasty snacks and sweet people running the shop",0,0,1,0,0,0
Clementi,Pandan,recreation,25,4.36,0,0,2,5,8,1,0,0,2,0,2,0,"Clean and new gym with many good machines and equipment. Had a free PT trial session with Vanessa and it was amazing. She gave me a lot of pointers and tips, did necessary adjustme... || Been training at this gym with Bryan for 3 months. Have been growing stronger with a nice improvement in muscle mass. Posture seems better too. Will continue to strive for better h... || I recently just joined GoFit Clementi Gym at a very affordable rate $78/month! It is a 24/7 neighbourhood new gym that’s designed to be clean, convenient, effective, and beginner-f...",0,-3,7,0,2,2
Clementi,Pandan,nature,4,4.75,0,0,0,0,0,0,0,0,0,0,0,0,"A scenic route that cuts you travel time from West Coast Road to Boon Lay Way, and eventually to the Ulu Pandan PCN that goes up North. The highlight must be the circular cycling b... || A few times here and always enjoyed. Walk along the side of river with morning sun is the best. The scenery is beautiful too || Great place for walk and run",0,0,0,0,0,0
Clementi,Sunset Way,education,19,4.737,1,0,0,0,1,0,2,0,0,0,0,0,"Our daughter has been attending Brighton Montessori and we've had a very positive experience overall. The teachers are caring and attentive, and the Montessori approach has helped ... || The teachers are super sweet and really seem to care about the kids. My nephew always comes home happy and always has stories (that happen between him and Ms Nicole) to tell about ... || Grateful for the caring teachers at Brighton Montessori Sunsetway for looking after our child. We’ve noticed great progress in his development, and he always comes home happy—we ap...",1,0,1,2,0,0
Clementi,Sunset Way,transport,10,4.0,0,0,0,0,0,0,0,0,0,0,0,0,"The morning sun really burns.. needs more shelter || 🚆🚉The Railway Tracks, Girder Bridge at Sunset Way, and Truss Bridge over Sungei Ulu Pandan were all remnants of the Old Jurong Railway Line that once operated from Bukit Timah Rail... || A beautiful piece of memorabilia to the history of railway in Singapore. It’s also a good reminder of how nature heals and what would happen if manmade stuff was left to nature. It...",0,0,0,0,0,0
Clementi,Sunset Way,food,20,4.45,0,0,1,4,2,0,0,0,1,0,1,0,"I was here today (21 DECEMBER 2025) to have brunch at a delicatessen at Clementi Arcade. From the reviews that I have read about this place, I had expected the worse with regard to... || Tiny mall hidden in Sunset Way. Cold Storage and Public Toilets are very convenient. No washing of muddy shoes in the toilet! || laid back mall. I normally come here for supermarketing Cold Storage, coffee at Baker n Cook, Ice Cream at Daily scoop. these are yhev3 things that I mostly come here for and there...",0,-3,2,0,1,1
Clementi,Sunset Way,shopping,10,3.2,0,0,0,2,2,0,0,0,0,0,0,0,"Auntie Yvonne is the best I have ever met in all the 7 eleven store in Singapore. She always recommend me what is good to buy .Give her thumbs up for her good job ! || auntie with white hair and glasses v rude to customers . Pls do something and make them change their attitude, we do not want them ruining others people say . 7 eleven , pls do som... || Night shift staff has no respect he didnt know anything about store and promo He dosent even know how to communicate with customers.",0,-2,2,0,0,0
Clementi,Sunset Way,recreation,18,4.556,6,0,0,0,5,0,0,0,2,0,0,0,"My husband and I began a training course to increase our strength and stability with our personal trainer, Chau, at OneFitfinity. This is our first experience of going to a gym and... || My wife and I are so glad we have Chau as our Trainer. She has an unbeatable combination of Skills, spirit of Excellence and Value! Chau is very Result-oriented and we gained Stren... || My training sessions with Chau had been a very pleasant experience. Each time I was so looking forward to attend my session as she would coach me patiently with precise and simple ...",6,0,5,0,2,0
Clementi,Sunset Way,nature,15,4.2,4,0,0,1,0,0,0,0,0,0,0,0,"Park with Retro 90's vibes that has been updated. Lush mature trees with incredible foliage. Sunset is a rare estate that has almost all classes of SG housing, HDB3/4/5 Bedroom, Pr... || The area is a tranquil neighborhood with a simple park featuring a fitness corner situated in the middle of a hill. Right above the park is the entrance to one of the condominiums.... || A really small and simple park with only one exercise corner and a few benches.",4,-1,0,0,0,0
Clementi,Toh Tuck,education,5,4.4,0,0,0,0,0,0,3,0,0,0,1,0,"Been a very pleasant experience with LSH Kent Vale. The teachers are amazing and caring. The school management also provides regular updates so quite pleased with the communication... || It’s clear that the teachers truly care about the children. They take the time to understand each child’s unique qualities and nurture their individual potential — something genuin... || Couldn't have been happier to enrol my son at LSH Kent Vale for the past 2.5 years. The school has a great curriculum, enrichment activities eg sport ball, speech & drama and an ex...",0,0,0,3,0,1
Clementi,Toh Tuck,transport,6,3.5,0,0,0,0,1,0,0,0,1,0,0,0,A bus stop out of nowhere. || NUS shuttle buses stop here. Many other SBS transit and SMRt buses stop here as well. || Excellent bus transit with clean toilet. Next to NUS.,0,0,1,0,1,0
Clementi,Toh Tuck,food,20,4.4,2,2,0,4,1,0,0,0,5,0,3,0,"10 Jan 2024. Was here on some matters. Saw this stall selling Chinese food and price is rather reasonable. Order a grilled fish, tomatoes egg and shredded pork. All is good. Fish i... || Was there specially for this Taiwanese stall. I will give it a 6 out of 10 rating. Chicken & Mee Sua is good but the porkchop does needs a lot of work. It is practically tasteless,... || The zhicar is good. Order curry pork rice and salted fish fried rice. Salted fish fried rice is a bit oily, the taste is there. Next to the zhicar is aanother stall which I order t...",0,-4,1,0,5,3
Clementi,Toh Tuck,shopping,9,4.222,0,0,1,1,0,0,0,0,1,0,1,0,"A nice and modern mall conveniently located at the Jurong East transportation hub, with sheltered walkways linking it to two other popular malls in the area. The mall is spacious, ... || Mall is around 10 years old located in Jurong east central and beside the MRT station. Good shopper traffic, more home goods, Fnb and lifestyle/services shops such as Nittori, Drea... || Great place for casual shopping. Good spread of food. Easy connection to the jurong east train station.",0,0,0,0,1,1
Clementi,Toh Tuck,recreation,10,4.4,0,0,1,1,4,1,0,0,1,0,0,0,"Bukit Batok Swimming Complex is located within the HDB neighbourhood. I went to swim there during the weekend. Do note that there are some lanes being used for training. The swimmi... || Complex has been around for many decades, almost iconic. There is a fun pool for children too! HDB parkkng available nearby. Unfortunately, there is only 1 entrance to the complex.... || - S$1.3 for adult on weekdays. - The changing room is clean and spacious. - It is a little far from changing room to competition pool, a little crowded on Monday evening - There ar...",0,0,3,0,1,0
Clementi,Toh Tuck,nature,28,4.036,12,1,0,2,0,0,0,0,3,0,0,0,"I came here after dinner nearby. It's great to have a park for recreation instead of just the nearby shopping malls. The park is fine but a little too small || I enjoy spending time in Toh Guan Park. It's an oasis of peace in the heart of the city. The greenery, walking routes, and fresh air are all refreshing. Ideal for a leisurely strol... || Good location for Open, good track for jogging and greenery. Many birds on trees and there is fish pond.",11,-2,0,0,3,0
Clementi,West Coast,education,20,4.75,1,0,1,0,1,0,0,0,0,0,0,1,"We’ve been with this school for more than two years and have had a very positive experience. What first attracted us was the lovely outdoor playground and weekly activities like mu... || From the very first visit me and my husband made 5 years ago, we knew this was the right preschool for our son — the outdoor space is so big and full of nature exposure, exactly wh... || The teachers and the overall staff are so welcoming and warm. They are patient and very caring and really made settling in very easy. They also patently tell you all details daily ...",1,1,1,0,0,-1
Clementi,West Coast,transport,6,4.667,0,0,0,0,0,0,0,0,2,0,0,0,Nice to have a train station near a industrial area but it‘s a bit sad they have to close a school because of it. || A future MRT station for Jurong Region Line and Cross Island Line. || Very good. Not open yet,0,0,0,0,2,0
Clementi,West Coast,food,15,4.333,0,0,1,3,0,1,0,0,0,0,3,0,"*Dapur 3A Power Kacang Pool @Ayer Rajah Food Centre* It's been a while that I feel compelled to give a review but after returning for a second helping I knew I wanted to. I'm truly... || A good and spacious Food Centre that offers delicious food at a reasonable price. For vegans and vegetarians, there’s a stall serving delicious local Chinese vegan food (V4 Vegetar... || @Ayer Rajah Food Centre If you’re craving authentic Indian-style Mee Siam, the Mee Siam Mama with rusuk at Ayer Rajah Food Centre is seriously one of the hidden gems in the west. T...",0,-2,-1,0,0,3
Clementi,West Coast,shopping,15,3.0,0,0,1,2,2,0,0,1,5,0,2,2,"I visited Cold Storage on Thursday to purchase a large potted plant, and I was truly impressed by the excellent customer service. The plant didn't have a price tag, so the manager ... || Nice, big and spacious. Great place to shop for groceries. For vegans and vegetarians, there are also plenty of plant-based stuff. || Huge variety of well displayed items. But due to the manpower shortages, some expired products and rotten fruits are not well spotted. Like their weekly discount shelves and also t...",0,-1,2,-1,5,0
Clementi,West Coast,recreation,5,3.6,0,0,1,0,3,0,0,1,0,0,0,0,"My daily morning charge up spot. I go here regularly for yoga, fresh air and morning sun. Cozy grass and shady tall trees for the perfect picnics and naps. Plenty of space. Beautif... || On November 27, 2005, West Coast Place Playground was opened to the public by the then Member of Parliament for Ayer Rajah SMC, Dr. Tan Cheng Bock as part of the upgrading project ... || At 8.27pm 4.5.22, this playground park is in total darkness. Why are the lights not switched on? Aren't they sensor controlled? Danger lurks for one who walks through it. Parallel ...",0,1,3,-1,0,0
Clementi,West Coast,nature,6,3.333,1,0,1,0,0,0,0,0,1,0,0,0,"A bare open grass field beside West Coast Way and West Coast Road, offering quiet and spacious surroundings but rarely used. It lacks dedicated facilities or shade, giving it no cl... || Not really a garden but big grass field along West Coast Road. Sign to warn against trespassing already set up… it is surrounded by the landed property and in between west coast ce... || This structure offers one a shade from the current hot sun or shelter from the sudden rain, however limited it is. It was also intended to beautify the estate, and provide a shaded...",1,1,0,0,1,0
