planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Sungei Kadut,Kranji,recreation,10,4.3,2,0,1,1,3,0,1,0,2,1,0,0,"Hidden away in the Rifle Range greenery, Temasek Club honestly feels like one of those underrated chill spots in Singapore. The whole place has a peaceful resort vibe with lots of ... || On 6 March 2026, I had the privilege of visiting Temasek Club during a Taiwan–Singapore exchange meeting. The venue is beautiful and well maintained, creating a welcoming and refin... || Nice and clear place and the foods are damn good 👍",2,0,3,1,1,0
Sungei Kadut,Kranji,nature,10,4.7,13,0,1,3,1,0,0,0,0,0,0,0,"Sungei Buloh Wetland Reserve is one of the best places in Singapore to experience nature in its most authentic form. From the moment I entered via the Neo Tiew Crescent entrance, I... || A refreshing escape into nature! We enjoyed a slow and peaceful walk at Sungei Buloh Wetland Reserve on May 27, fully immersed in the calm beauty of the wetlands. The walking paths... || A beautiful and peaceful escape into nature! The mangroves, fresh air, and rich wildlife make every walk feel special. Perfect for a relaxing stroll or bird watching—especially in ...",13,-2,1,0,0,0
Sungei Kadut,Pang Sua,education,10,4.5,6,1,1,0,3,0,0,0,4,0,0,0,"Really like this library. There are many types of books and magazines to choose from, and it even has a second floor. The place is bright and clean. Staff are friendly and helpful.... || Clean, pleasant and quiet - truly a sanctuary for anyone who appreciates peaceful moments. It's about a 15-minute walk from Ang Mo Kio MRT station, but I genuinely enjoy the stroll... || Big, quiet, selection of books is awesome. Not as many desks as compared to other libraries. So if you're looking for a place to study, pls go elsewhere like punggol and don't hog ...",5,1,3,0,4,0
Sungei Kadut,Pang Sua,transport,10,4.4,2,0,2,2,2,0,1,0,6,0,0,0,"I alighted at this bus interchange (the newer one as opposed to the older ""Temporary"" one) getting off Bus number 961 from Hillview where I live. I arrived here to visit Causeway P... || The bus driver seemed half asleep; he was driving incredibly slowly. A bus is meant to get people to their destination quickly, not to make them late! This is terrible! Does he not... || so much space, which is good. my only complaint is the main passenger alighting area .. where it can be quite a distance to walk all the way towards the direction of the MRT Statio...",2,0,2,1,6,0
Sungei Kadut,Pang Sua,food,10,4.8,1,3,0,7,0,0,0,0,0,0,3,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-2,-7,0,0,0,3
Sungei Kadut,Pang Sua,shopping,10,4.3,0,0,0,0,0,1,0,0,6,0,0,1,"Refurbished recently. Some nice deco outside but not much has changed. The net playground is still there, which is a good thing and a unique attraction to this mall. || 🟠 City Square Mall 180 Kitchener Road Singapore 208539 🟣 Location = 🟣 the mall is located at the junction of Serangoon Road and Kitchener Road. 🟣 It is directly connected to the Fa... || If you are around Little India area, City Square Mall is actually a pretty nice place to chill and makan. It's just a short walk from Mustafa Centre and the mall has a good mix of ...",0,0,-1,0,6,-1
Sungei Kadut,Pang Sua,recreation,10,4.3,2,0,1,1,3,0,1,0,2,1,0,0,"Hidden away in the Rifle Range greenery, Temasek Club honestly feels like one of those underrated chill spots in Singapore. The whole place has a peaceful resort vibe with lots of ... || On 6 March 2026, I had the privilege of visiting Temasek Club during a Taiwan–Singapore exchange meeting. The venue is beautiful and well maintained, creating a welcoming and refin... || Nice and clear place and the foods are damn good 👍",2,0,3,1,1,0
Sungei Kadut,Pang Sua,nature,10,4.4,6,0,1,2,2,0,0,0,1,0,0,0,"🌿Choa Chu Kang Park is situated opposite Choa Chu Kang Bus Interchange along Choa Chu Kang Drive. 🚶‍➡️🏃‍➡️It's a community garden within the Choa Chu Kang Estate where residents ga... || Some parts under remodeling. Over all still good for visiting. Quite, shady with Macedonia just outside SAFRA, and walking distance to Lot 1 and CCK MRT. || The park is clean, well-maintained, and very peaceful. It has lush green lawns, shaded walking paths, and plenty of seating areas. The atmosphere is refreshing and ideal for mornin...",6,-1,2,0,1,0
Sungei Kadut,Reservoir View,education,10,4.5,4,1,2,0,3,0,0,0,3,0,0,0,"Am I the only one feeling a bit hot in here? 🤔 Haven't come to this library and the cafe downstairs for a long time. I prefer here because many available seats. And I am someone wh... || Other libary blast the air con which is okay This libary doesn’t bother to turn it on on the upper floors??? Booked S301 and when I came there was a pile of stuff there, told the l... || Convenient place to study. Relaxing and clean. The staff provided enough tables and chairs. But the only things is very limited socket to charge your laptop. It is better to fully ...",3,2,3,0,3,0
Sungei Kadut,Reservoir View,transport,10,4.4,2,0,2,2,2,0,1,0,6,0,0,0,"I alighted at this bus interchange (the newer one as opposed to the older ""Temporary"" one) getting off Bus number 961 from Hillview where I live. I arrived here to visit Causeway P... || The bus driver seemed half asleep; he was driving incredibly slowly. A bus is meant to get people to their destination quickly, not to make them late! This is terrible! Does he not... || so much space, which is good. my only complaint is the main passenger alighting area .. where it can be quite a distance to walk all the way towards the direction of the MRT Statio...",2,0,2,1,6,0
Sungei Kadut,Reservoir View,food,10,4.7,1,0,0,4,1,0,0,0,0,0,3,3,"Old Airport Road Food Centre exceeded my expectations with a great variety of Singapore heritage dishes. I also loved the creativity behind many stall names referencing places like... || Old Airport Road Food Center is one of popular places for breakfast and lunch. There are many nice food around such as Lor Mee, Hokkien Mee, Prawn Noddle, Chicken Rice, Roasted Por... || Great hawker centre but it can get a little stuffy. Try to grab one of the round tables by the entrances or near the ventilation areas for more space and cool air. Loved the lor me...",1,-4,1,0,0,0
Sungei Kadut,Reservoir View,shopping,10,4.4,0,0,0,3,1,0,0,0,6,0,1,0,"NEX is a big, convenient mall that’s hard to beat for errands or a casual day out. It’s right by Serangoon MRT and the bus interchange, so getting in and out is easy. Inside, it’s ... || Huge shopping mall connected to Serangoon MRT. Has all outlets that you need for shopping and food. Very accessible. Can get a bit crowded on weekends. || Probably the busiest, most bustling mall in the heartlands. It’s a decent size with a pretty good tenant mix, but word on the street is that the old Isetan spot is being turned int...",0,-3,1,0,6,1
Sungei Kadut,Reservoir View,recreation,10,4.4,2,0,0,1,2,0,1,0,0,1,0,0,"Nice and serene place. Place is rather dated but well maintained, though it does show its age. There is a simple variety of activities that can be done here, though it is a common ... || Civil Service Club Bukit Batok swimming pool. A variety of fun and relaxing water activities, but access is limited to members and their guests. The pool area includes a large chil... || Service was good, portion was really big. Ordered 2 small noodles, small veg, small sweet and sour pork and small tofu for 4 people and we can't finish half the amount of food.",2,-1,2,1,-1,0
Sungei Kadut,Reservoir View,nature,10,4.5,8,0,1,2,1,0,0,0,0,0,0,0,"The park itself is fine if you don't intend to go onto the other side of the waterway because the number of bridges linking the two sides are few and far apart. I am not sure why i... || Great place for a family walk. Quite a lot of wildlife and nature you can spot here if you look closely. || Nature's serenity and wonder, 😜 if you don't mind just a quiet morning walk or family walk ☺️🍀😎💕👍🏽🌈",8,-1,1,0,0,0
Sungei Kadut,Turf Club,education,10,4.7,7,0,4,2,3,0,0,0,1,0,0,0,"The library is always an ideal sanctuary for those who appreciate some peace and quiet. It has been years since my last visit, and it now appears to have expanded, with an entire u... || Choa Chu Kang Public Library at Lot One is a very modern, clean, and well-designed library that is conveniently located right next to the MRT station and inside the mall. The inter... || Pleased with my visit here and how clean, modern and spacious the library is. Plenty of seating areas and even a level 5 kids area to entertain the kids. Great selection of books a...",7,2,3,0,1,0
Sungei Kadut,Turf Club,transport,10,4.9,3,0,2,2,3,0,1,0,5,0,0,0,Kranji MRT station is a convenient and well-maintained transit point that serves commuters traveling between northern Singapore and the rest of Singapore. The station is especially... || I was lost at Kranji mrt stn. Assistant Station Manager Syahirah assisted me with finding my direction. She showed an exemplary customer service attitude. SMRT is lucky to have her... || On 6 November 2025 I spotted nice sunrise kranji mrt kranji area good place Sunrise,3,0,3,1,5,0
Sungei Kadut,Turf Club,food,10,4.8,1,3,0,7,0,0,0,0,0,0,3,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-2,-7,0,0,0,3
Sungei Kadut,Turf Club,shopping,10,4.8,0,0,0,4,0,0,0,0,6,0,6,0,"One of the old malls that had been revamped. We were here years ago and after coming back bout 15years later, the place looks really different! Lets dive in! Location: Integrated w... || Explored Causeway Point in a day. Anchor tenants like Metro Store, Courts for electrical and furniture, Uniqlo Japanese fashion wear. Lots of F&B selections from Kopitiam Bagus hal... || Wow many eateries at the basement offering good food here. Also first floor have a lot of nice shops selling food for takeaway all in one shopping mall.",0,-4,0,0,6,6
Sungei Kadut,Turf Club,recreation,10,3.8,0,0,0,2,0,0,1,0,0,1,0,0,"Usually go there for table tennis. Only Table 2, 3 and 4 are good for match play. Other tables have smaller spacing and suitable only for training. || ⭐️⭐️⭐️⭐️⭐️ Jurong West Swimming Complex — Hidden Gem Alert Best Sunday experience, hands down. Not crazy crowded, which is a rare win in Singapore. The lap pool is bliss—can actual... || The Jurong West ActiveSG was very Beautiful specially when it is Night time... It is very helpful for people of all ages specially the Older & Kids to do various kinds of Workout &...",0,-2,0,1,-1,0
Sungei Kadut,Turf Club,nature,10,4.5,8,0,1,2,1,0,0,0,0,0,0,0,"The park itself is fine if you don't intend to go onto the other side of the waterway because the number of bridges linking the two sides are few and far apart. I am not sure why i... || Great place for a family walk. Quite a lot of wildlife and nature you can spot here if you look closely. || Nature's serenity and wonder, 😜 if you don't mind just a quiet morning walk or family walk ☺️🍀😎💕👍🏽🌈",8,-1,1,0,0,0
